Tidal;Elevation;Prediction;(Time;in;GMT);;
0.7067;-125.913;49.154;2006;326;18;0;0
1.1155;-125.913;49.154;2006;326;19;0;0
1.3563;-125.913;49.154;2006;326;20;0;0
1.3398;-125.913;49.154;2006;326;21;0;0
1.0362;-125.913;49.154;2006;326;22;0;0
0.4851;-125.913;49.154;2006;326;23;0;0
-0.2121;-125.913;49.154;2006;327;0;0;0
-0.9155;-125.913;49.154;2006;327;1;0;0
-1.4799;-125.913;49.154;2006;327;2;0;0
-1.7896;-125.913;49.154;2006;327;3;0;0
-1.7856;-125.913;49.154;2006;327;4;0;0
-1.4798;-125.913;49.154;2006;327;5;0;0
-0.9505;-125.913;49.154;2006;327;6;0;0
-0.323;-125.913;49.154;2006;327;7;0;0
0.2619;-125.913;49.154;2006;327;8;0;0
0.6828;-125.913;49.154;2006;327;9;0;0
0.866;-125.913;49.154;2006;327;10;0;0
0.8027;-125.913;49.154;2006;327;11;0;0
0.5484;-125.913;49.154;2006;327;12;0;0
0.2059;-125.913;49.154;2006;327;13;0;0
-0.1027;-125.913;49.154;2006;327;14;0;0
-0.27;-125.913;49.154;2006;327;15;0;0
-0.2319;-125.913;49.154;2006;327;16;0;0
0.0148;-125.913;49.154;2006;327;17;0;0
0.4106;-125.913;49.154;2006;327;18;0;0
0.8484;-125.913;49.154;2006;327;19;0;0
1.2013;-125.913;49.154;2006;327;20;0;0
1.3556;-125.913;49.154;2006;327;21;0;0
1.2413;-125.913;49.154;2006;327;22;0;0
0.8516;-125.913;49.154;2006;327;23;0;0
0.2468;-125.913;49.154;2006;328;0;0;0
-0.4582;-125.913;49.154;2006;328;1;0;0
-1.1214;-125.913;49.154;2006;328;2;0;0
-1.6063;-125.913;49.154;2006;328;3;0;0
-1.8152;-125.913;49.154;2006;328;4;0;0
-1.7116;-125.913;49.154;2006;328;5;0;0
-1.3287;-125.913;49.154;2006;328;6;0;0
-0.7599;-125.913;49.154;2006;328;7;0;0
-0.1356;-125.913;49.154;2006;328;8;0;0
0.4086;-125.913;49.154;2006;328;9;0;0
0.7655;-125.913;49.154;2006;328;10;0;0
0.8802;-125.913;49.154;2006;328;11;0;0
0.7624;-125.913;49.154;2006;328;12;0;0
0.4806;-125.913;49.154;2006;328;13;0;0
0.1427;-125.913;49.154;2006;328;14;0;0
-0.1343;-125.913;49.154;2006;328;15;0;0
-0.2553;-125.913;49.154;2006;328;16;0;0
-0.1727;-125.913;49.154;2006;328;17;0;0
0.1005;-125.913;49.154;2006;328;18;0;0
0.4939;-125.913;49.154;2006;328;19;0;0
0.8978;-125.913;49.154;2006;328;20;0;0
1.1916;-125.913;49.154;2006;328;21;0;0
1.2752;-125.913;49.154;2006;328;22;0;0
1.0962;-125.913;49.154;2006;328;23;0;0
0.6646;-125.913;49.154;2006;329;0;0;0
0.0526;-125.913;49.154;2006;329;1;0;0
-0.6215;-125.913;49.154;2006;329;2;0;0
-1.2208;-125.913;49.154;2006;329;3;0;0
-1.6224;-125.913;49.154;2006;329;4;0;0
-1.7458;-125.913;49.154;2006;329;5;0;0
-1.5723;-125.913;49.154;2006;329;6;0;0
-1.1482;-125.913;49.154;2006;329;7;0;0
-0.5732;-125.913;49.154;2006;329;8;0;0
0.0245;-125.913;49.154;2006;329;9;0;0
0.519;-125.913;49.154;2006;329;10;0;0
0.8171;-125.913;49.154;2006;329;11;0;0
0.8787;-125.913;49.154;2006;329;12;0;0
0.7249;-125.913;49.154;2006;329;13;0;0
0.4299;-125.913;49.154;2006;329;14;0;0
0.0998;-125.913;49.154;2006;329;15;0;0
-0.156;-125.913;49.154;2006;329;16;0;0
-0.2536;-125.913;49.154;2006;329;17;0;0
-0.157;-125.913;49.154;2006;329;18;0;0
0.1127;-125.913;49.154;2006;329;19;0;0
0.4828;-125.913;49.154;2006;329;20;0;0
0.8473;-125.913;49.154;2006;329;21;0;0
1.0953;-125.913;49.154;2006;329;22;0;0
1.139;-125.913;49.154;2006;329;23;0;0
0.938;-125.913;49.154;2006;330;0;0;0
0.5106;-125.913;49.154;2006;330;1;0;0
-0.0685;-125.913;49.154;2006;330;2;0;0
-0.6856;-125.913;49.154;2006;330;3;0;0
-1.2136;-125.913;49.154;2006;330;4;0;0
-1.5429;-125.913;49.154;2006;330;5;0;0
-1.6065;-125.913;49.154;2006;330;6;0;0
-1.3957;-125.913;49.154;2006;330;7;0;0
-0.9621;-125.913;49.154;2006;330;8;0;0
-0.4039;-125.913;49.154;2006;330;9;0;0
0.1573;-125.913;49.154;2006;330;10;0;0
0.6056;-125.913;49.154;2006;330;11;0;0
0.8582;-125.913;49.154;2006;330;12;0;0
0.8835;-125.913;49.154;2006;330;13;0;0
0.7068;-125.913;49.154;2006;330;14;0;0
0.4015;-125.913;49.154;2006;330;15;0;0
0.0692;-125.913;49.154;2006;330;16;0;0
-0.1876;-125.913;49.154;2006;330;17;0;0
-0.2917;-125.913;49.154;2006;330;18;0;0
-0.2112;-125.913;49.154;2006;330;19;0;0
0.0328;-125.913;49.154;2006;330;20;0;0
0.3716;-125.913;49.154;2006;330;21;0;0
0.7069;-125.913;49.154;2006;330;22;0;0
0.9362;-125.913;49.154;2006;330;23;0;0
0.9794;-125.913;49.154;2006;331;0;0;0
0.8;-125.913;49.154;2006;331;1;0;0
0.4161;-125.913;49.154;2006;331;2;0;0
-0.1033;-125.913;49.154;2006;331;3;0;0
-0.6532;-125.913;49.154;2006;331;4;0;0
-1.1173;-125.913;49.154;2006;331;5;0;0
-1.3956;-125.913;49.154;2006;331;6;0;0
-1.4279;-125.913;49.154;2006;331;7;0;0
-1.2083;-125.913;49.154;2006;331;8;0;0
-0.7859;-125.913;49.154;2006;331;9;0;0
-0.2538;-125.913;49.154;2006;331;10;0;0
0.2738;-125.913;49.154;2006;331;11;0;0
0.6881;-125.913;49.154;2006;331;12;0;0
0.9107;-125.913;49.154;2006;331;13;0;0
0.9117;-125.913;49.154;2006;331;14;0;0
0.7148;-125.913;49.154;2006;331;15;0;0
0.3897;-125.913;49.154;2006;331;16;0;0
0.0341;-125.913;49.154;2006;331;17;0;0
-0.2524;-125.913;49.154;2006;331;18;0;0
-0.3923;-125.913;49.154;2006;331;19;0;0
-0.3503;-125.913;49.154;2006;331;20;0;0
-0.1414;-125.913;49.154;2006;331;21;0;0
0.1734;-125.913;49.154;2006;331;22;0;0
0.5026;-125.913;49.154;2006;331;23;0;0
0.7481;-125.913;49.154;2006;332;0;0;0
0.8302;-125.913;49.154;2006;332;1;0;0
0.7085;-125.913;49.154;2006;332;2;0;0
0.3933;-125.913;49.154;2006;332;3;0;0
-0.056;-125.913;49.154;2006;332;4;0;0
-0.5441;-125.913;49.154;2006;332;5;0;0
-0.9622;-125.913;49.154;2006;332;6;0;0
-1.2142;-125.913;49.154;2006;332;7;0;0
-1.2396;-125.913;49.154;2006;332;8;0;0
-1.0287;-125.913;49.154;2006;332;9;0;0
-0.6248;-125.913;49.154;2006;332;10;0;0
-0.1148;-125.913;49.154;2006;332;11;0;0
0.3913;-125.913;49.154;2006;332;12;0;0
0.7862;-125.913;49.154;2006;332;13;0;0
0.9901;-125.913;49.154;2006;332;14;0;0
0.9695;-125.913;49.154;2006;332;15;0;0
0.7436;-125.913;49.154;2006;332;16;0;0
0.3791;-125.913;49.154;2006;332;17;0;0
-0.0266;-125.913;49.154;2006;332;18;0;0
-0.37;-125.913;49.154;2006;332;19;0;0
-0.567;-125.913;49.154;2006;332;20;0;0
-0.5729;-125.913;49.154;2006;332;21;0;0
-0.3934;-125.913;49.154;2006;332;22;0;0
-0.0826;-125.913;49.154;2006;332;23;0;0
0.271;-125.913;49.154;2006;333;0;0;0
0.5672;-125.913;49.154;2006;333;1;0;0
0.7194;-125.913;49.154;2006;333;2;0;0
0.6769;-125.913;49.154;2006;333;3;0;0
0.4384;-125.913;49.154;2006;333;4;0;0
0.0533;-125.913;49.154;2006;333;5;0;0
-0.3897;-125.913;49.154;2006;333;6;0;0
-0.7839;-125.913;49.154;2006;333;7;0;0
-1.0306;-125.913;49.154;2006;333;8;0;0
-1.0635;-125.913;49.154;2006;333;9;0;0
-0.8656;-125.913;49.154;2006;333;10;0;0
-0.4743;-125.913;49.154;2006;333;11;0;0
0.0264;-125.913;49.154;2006;333;12;0;0
0.526;-125.913;49.154;2006;333;13;0;0
0.9128;-125.913;49.154;2006;333;14;0;0
1.1009;-125.913;49.154;2006;333;15;0;0
1.0504;-125.913;49.154;2006;333;16;0;0
0.7773;-125.913;49.154;2006;333;17;0;0
0.349;-125.913;49.154;2006;333;18;0;0
-0.1314;-125.913;49.154;2006;333;19;0;0
-0.5506;-125.913;49.154;2006;333;20;0;0
-0.8121;-125.913;49.154;2006;333;21;0;0
-0.8597;-125.913;49.154;2006;333;22;0;0
-0.6908;-125.913;49.154;2006;333;23;0;0
-0.3563;-125.913;49.154;2006;334;0;0;0
0.0521;-125.913;49.154;2006;334;1;0;0
0.4253;-125.913;49.154;2006;334;2;0;0
0.664;-125.913;49.154;2006;334;3;0;0
0.7042;-125.913;49.154;2006;334;4;0;0
0.5335;-125.913;49.154;2006;334;5;0;0
0.1943;-125.913;49.154;2006;334;6;0;0
-0.2256;-125.913;49.154;2006;334;7;0;0
-0.6155;-125.913;49.154;2006;334;8;0;0
-0.8688;-125.913;49.154;2006;334;9;0;0
-0.9109;-125.913;49.154;2006;334;10;0;0
-0.7179;-125.913;49.154;2006;334;11;0;0
-0.3247;-125.913;49.154;2006;334;12;0;0
0.1829;-125.913;49.154;2006;334;13;0;0
0.6876;-125.913;49.154;2006;334;14;0;0
1.0693;-125.913;49.154;2006;334;15;0;0
1.2338;-125.913;49.154;2006;334;16;0;0
1.1365;-125.913;49.154;2006;334;17;0;0
0.7938;-125.913;49.154;2006;334;18;0;0
0.2797;-125.913;49.154;2006;334;19;0;0
-0.2909;-125.913;49.154;2006;334;20;0;0
-0.7902;-125.913;49.154;2006;334;21;0;0
-1.1077;-125.913;49.154;2006;334;22;0;0
-1.1769;-125.913;49.154;2006;334;23;0;0
-0.9912;-125.913;49.154;2006;335;0;0;0
-0.6047;-125.913;49.154;2006;335;1;0;0
-0.1189;-125.913;49.154;2006;335;2;0;0
0.343;-125.913;49.154;2006;335;3;0;0
0.6669;-125.913;49.154;2006;335;4;0;0
0.7763;-125.913;49.154;2006;335;5;0;0
0.6513;-125.913;49.154;2006;335;6;0;0
0.3338;-125.913;49.154;2006;335;7;0;0
-0.0834;-125.913;49.154;2006;335;8;0;0
-0.4805;-125.913;49.154;2006;335;9;0;0
-0.741;-125.913;49.154;2006;335;10;0;0
-0.7824;-125.913;49.154;2006;335;11;0;0
-0.578;-125.913;49.154;2006;335;12;0;0
-0.1656;-125.913;49.154;2006;335;13;0;0
0.3612;-125.913;49.154;2006;335;14;0;0
0.8745;-125.913;49.154;2006;335;15;0;0
1.2437;-125.913;49.154;2006;335;16;0;0
1.3682;-125.913;49.154;2006;335;17;0;0
1.2028;-125.913;49.154;2006;335;18;0;0
0.7705;-125.913;49.154;2006;335;19;0;0
0.1581;-125.913;49.154;2006;335;20;0;0
-0.5036;-125.913;49.154;2006;335;21;0;0
-1.0707;-125.913;49.154;2006;335;22;0;0
-1.4208;-125.913;49.154;2006;335;23;0;0
-1.482;-125.913;49.154;2006;336;0;0;0
-1.2504;-125.913;49.154;2006;336;1;0;0
-0.7902;-125.913;49.154;2006;336;2;0;0
-0.2178;-125.913;49.154;2006;336;3;0;0
0.3276;-125.913;49.154;2006;336;4;0;0
0.7183;-125.913;49.154;2006;336;5;0;0
0.8702;-125.913;49.154;2006;336;6;0;0
0.7626;-125.913;49.154;2006;336;7;0;0
0.4432;-125.913;49.154;2006;336;8;0;0
0.0152;-125.913;49.154;2006;336;9;0;0
-0.39;-125.913;49.154;2006;336;10;0;0
-0.6474;-125.913;49.154;2006;336;11;0;0
-0.6708;-125.913;49.154;2006;336;12;0;0
-0.4367;-125.913;49.154;2006;336;13;0;0
0.0084;-125.913;49.154;2006;336;14;0;0
0.5582;-125.913;49.154;2006;336;15;0;0
1.0727;-125.913;49.154;2006;336;16;0;0
1.4128;-125.913;49.154;2006;336;17;0;0
1.4762;-125.913;49.154;2006;336;18;0;0
1.2236;-125.913;49.154;2006;336;19;0;0
0.6909;-125.913;49.154;2006;336;20;0;0
-0.0179;-125.913;49.154;2006;336;21;0;0
-0.7547;-125.913;49.154;2006;336;22;0;0
-1.362;-125.913;49.154;2006;336;23;0;0
-1.711;-125.913;49.154;2006;337;0;0;0
-1.7319;-125.913;49.154;2006;337;1;0;0
-1.4307;-125.913;49.154;2006;337;2;0;0
-0.8874;-125.913;49.154;2006;337;3;0;0
-0.2352;-125.913;49.154;2006;337;4;0;0
0.3723;-125.913;49.154;2006;337;5;0;0
0.7992;-125.913;49.154;2006;337;6;0;0
0.9604;-125.913;49.154;2006;337;7;0;0
0.8423;-125.913;49.154;2006;337;8;0;0
0.5043;-125.913;49.154;2006;337;9;0;0
0.0622;-125.913;49.154;2006;337;10;0;0
-0.3421;-125.913;49.154;2006;337;11;0;0
-0.5791;-125.913;49.154;2006;337;12;0;0
-0.5655;-125.913;49.154;2006;337;13;0;0
-0.2876;-125.913;49.154;2006;337;14;0;0
0.1943;-125.913;49.154;2006;337;15;0;0
0.7598;-125.913;49.154;2006;337;16;0;0
1.2583;-125.913;49.154;2006;337;17;0;0
1.5476;-125.913;49.154;2006;337;18;0;0
1.53;-125.913;49.154;2006;337;19;0;0
1.1793;-125.913;49.154;2006;337;20;0;0
0.5493;-125.913;49.154;2006;337;21;0;0
-0.2377;-125.913;49.154;2006;337;22;0;0
-1.0184;-125.913;49.154;2006;337;23;0;0
-1.6279;-125.913;49.154;2006;338;0;0;0
-1.9386;-125.913;49.154;2006;338;1;0;0
-1.8912;-125.913;49.154;2006;338;2;0;0
-1.5079;-125.913;49.154;2006;338;3;0;0
-0.8867;-125.913;49.154;2006;338;4;0;0
-0.1765;-125.913;49.154;2006;338;5;0;0
0.4602;-125.913;49.154;2006;338;6;0;0
0.8866;-125.913;49.154;2006;338;7;0;0
1.0252;-125.913;49.154;2006;338;8;0;0
0.8755;-125.913;49.154;2006;338;9;0;0
0.5118;-125.913;49.154;2006;338;10;0;0
0.0623;-125.913;49.154;2006;338;11;0;0
-0.3251;-125.913;49.154;2006;338;12;0;0
-0.5229;-125.913;49.154;2006;338;13;0;0
-0.458;-125.913;49.154;2006;338;14;0;0
-0.1316;-125.913;49.154;2006;338;15;0;0
0.38;-125.913;49.154;2006;338;16;0;0
0.9434;-125.913;49.154;2006;338;17;0;0
1.4029;-125.913;49.154;2006;338;18;0;0
1.6196;-125.913;49.154;2006;338;19;0;0
1.5086;-125.913;49.154;2006;338;20;0;0
1.0618;-125.913;49.154;2006;338;21;0;0
0.3529;-125.913;49.154;2006;338;22;0;0
-0.4793;-125.913;49.154;2006;338;23;0;0
-1.2626;-125.913;49.154;2006;339;0;0;0
-1.8326;-125.913;49.154;2006;339;1;0;0
-2.072;-125.913;49.154;2006;339;2;0;0
-1.9387;-125.913;49.154;2006;339;3;0;0
-1.4745;-125.913;49.154;2006;339;4;0;0
-0.7948;-125.913;49.154;2006;339;5;0;0
-0.059;-125.913;49.154;2006;339;6;0;0
0.5689;-125.913;49.154;2006;339;7;0;0
0.9598;-125.913;49.154;2006;339;8;0;0
1.051;-125.913;49.154;2006;339;9;0;0
0.8589;-125.913;49.154;2006;339;10;0;0
0.473;-125.913;49.154;2006;339;11;0;0
0.0301;-125.913;49.154;2006;339;12;0;0
-0.3226;-125.913;49.154;2006;339;13;0;0
-0.4669;-125.913;49.154;2006;339;14;0;0
-0.3454;-125.913;49.154;2006;339;15;0;0
0.0228;-125.913;49.154;2006;339;16;0;0
0.5459;-125.913;49.154;2006;339;17;0;0
1.083;-125.913;49.154;2006;339;18;0;0
1.4797;-125.913;49.154;2006;339;19;0;0
1.6087;-125.913;49.154;2006;339;20;0;0
1.4034;-125.913;49.154;2006;339;21;0;0
0.8769;-125.913;49.154;2006;339;22;0;0
0.121;-125.913;49.154;2006;339;23;0;0
-0.714;-125.913;49.154;2006;340;0;0;0
-1.4554;-125.913;49.154;2006;340;1;0;0
-1.9485;-125.913;49.154;2006;340;2;0;0
-2.0938;-125.913;49.154;2006;340;3;0;0
-1.8705;-125.913;49.154;2006;340;4;0;0
-1.3403;-125.913;49.154;2006;340;5;0;0
-0.6315;-125.913;49.154;2006;340;6;0;0
0.0931;-125.913;49.154;2006;340;7;0;0
0.6763;-125.913;49.154;2006;340;8;0;0
1.0048;-125.913;49.154;2006;340;9;0;0
1.0347;-125.913;49.154;2006;340;10;0;0
0.8008;-125.913;49.154;2006;340;11;0;0
0.4042;-125.913;49.154;2006;340;12;0;0
-0.0159;-125.913;49.154;2006;340;13;0;0
-0.3198;-125.913;49.154;2006;340;14;0;0
-0.4048;-125.913;49.154;2006;340;15;0;0
-0.2327;-125.913;49.154;2006;340;16;0;0
0.1597;-125.913;49.154;2006;340;17;0;0
0.6697;-125.913;49.154;2006;340;18;0;0
1.155;-125.913;49.154;2006;340;19;0;0
1.4709;-125.913;49.154;2006;340;20;0;0
1.5077;-125.913;49.154;2006;340;21;0;0
1.2207;-125.913;49.154;2006;340;22;0;0
0.6435;-125.913;49.154;2006;340;23;0;0
-0.1184;-125.913;49.154;2006;341;0;0;0
-0.9117;-125.913;49.154;2006;341;1;0;0
-1.5715;-125.913;49.154;2006;341;2;0;0
-1.9608;-125.913;49.154;2006;341;3;0;0
-2.003;-125.913;49.154;2006;341;4;0;0
-1.6994;-125.913;49.154;2006;341;5;0;0
-1.1283;-125.913;49.154;2006;341;6;0;0
-0.4243;-125.913;49.154;2006;341;7;0;0
0.2546;-125.913;49.154;2006;341;8;0;0
0.7659;-125.913;49.154;2006;341;9;0;0
1.0165;-125.913;49.154;2006;341;10;0;0
0.9834;-125.913;49.154;2006;341;11;0;0
0.7169;-125.913;49.154;2006;341;12;0;0
0.3244;-125.913;49.154;2006;341;13;0;0
-0.0592;-125.913;49.154;2006;341;14;0;0
-0.308;-125.913;49.154;2006;341;15;0;0
-0.3386;-125.913;49.154;2006;341;16;0;0
-0.1323;-125.913;49.154;2006;341;17;0;0
0.2601;-125.913;49.154;2006;341;18;0;0
0.7311;-125.913;49.154;2006;341;19;0;0
1.1448;-125.913;49.154;2006;341;20;0;0
1.3721;-125.913;49.154;2006;341;21;0;0
1.3252;-125.913;49.154;2006;341;22;0;0
0.9813;-125.913;49.154;2006;341;23;0;0
0.3906;-125.913;49.154;2006;342;0;0;0
-0.335;-125.913;49.154;2006;342;1;0;0
-1.0472;-125.913;49.154;2006;342;2;0;0
-1.597;-125.913;49.154;2006;342;3;0;0
-1.8704;-125.913;49.154;2006;342;4;0;0
-1.8148;-125.913;49.154;2006;342;5;0;0
-1.4516;-125.913;49.154;2006;342;6;0;0
-0.8694;-125.913;49.154;2006;342;7;0;0
-0.2019;-125.913;49.154;2006;342;8;0;0
0.4052;-125.913;49.154;2006;342;9;0;0
0.8291;-125.913;49.154;2006;342;10;0;0
0.999;-125.913;49.154;2006;342;11;0;0
0.9107;-125.913;49.154;2006;342;12;0;0
0.6252;-125.913;49.154;2006;342;13;0;0
0.25;-125.913;49.154;2006;342;14;0;0
-0.0904;-125.913;49.154;2006;342;15;0;0
-0.2877;-125.913;49.154;2006;342;16;0;0
-0.2785;-125.913;49.154;2006;342;17;0;0
-0.0605;-125.913;49.154;2006;342;18;0;0
0.3068;-125.913;49.154;2006;342;19;0;0
0.7183;-125.913;49.154;2006;342;20;0;0
1.0505;-125.913;49.154;2006;342;21;0;0
1.1944;-125.913;49.154;2006;342;22;0;0
1.0844;-125.913;49.154;2006;342;23;0;0
0.7165;-125.913;49.154;2006;343;0;0;0
0.1508;-125.913;49.154;2006;343;1;0;0
-0.5016;-125.913;49.154;2006;343;2;0;0
-1.1052;-125.913;49.154;2006;343;3;0;0
-1.532;-125.913;49.154;2006;343;4;0;0
-1.6925;-125.913;49.154;2006;343;5;0;0
-1.5566;-125.913;49.154;2006;343;6;0;0
-1.1601;-125.913;49.154;2006;343;7;0;0
-0.5954;-125.913;49.154;2006;343;8;0;0
0.0118;-125.913;49.154;2006;343;9;0;0
0.5326;-125.913;49.154;2006;343;10;0;0
0.8663;-125.913;49.154;2006;343;11;0;0
0.9626;-125.913;49.154;2006;343;12;0;0
0.832;-125.913;49.154;2006;343;13;0;0
0.5403;-125.913;49.154;2006;343;14;0;0
0.1895;-125.913;49.154;2006;343;15;0;0
-0.1101;-125.913;49.154;2006;343;16;0;0
-0.2686;-125.913;49.154;2006;343;17;0;0
-0.2401;-125.913;49.154;2006;343;18;0;0
-0.0337;-125.913;49.154;2006;343;19;0;0
0.289;-125.913;49.154;2006;343;20;0;0
0.6309;-125.913;49.154;2006;343;21;0;0
0.8852;-125.913;49.154;2006;343;22;0;0
0.9633;-125.913;49.154;2006;343;23;0;0
0.8192;-125.913;49.154;2006;344;0;0;0
0.4618;-125.913;49.154;2006;344;1;0;0
-0.0456;-125.913;49.154;2006;344;2;0;0
-0.6;-125.913;49.154;2006;344;3;0;0
-1.0831;-125.913;49.154;2006;344;4;0;0
-1.3898;-125.913;49.154;2006;344;5;0;0
-1.4535;-125.913;49.154;2006;344;6;0;0
-1.2615;-125.913;49.154;2006;344;7;0;0
-0.8579;-125.913;49.154;2006;344;8;0;0
-0.3325;-125.913;49.154;2006;344;9;0;0
0.2014;-125.913;49.154;2006;344;10;0;0
0.634;-125.913;49.154;2006;344;11;0;0
0.8847;-125.913;49.154;2006;344;12;0;0
0.92;-125.913;49.154;2006;344;13;0;0
0.7597;-125.913;49.154;2006;344;14;0;0
0.469;-125.913;49.154;2006;344;15;0;0
0.141;-125.913;49.154;2006;344;16;0;0
-0.129;-125.913;49.154;2006;344;17;0;0
-0.2672;-125.913;49.154;2006;344;18;0;0
-0.2403;-125.913;49.154;2006;344;19;0;0
-0.0632;-125.913;49.154;2006;344;20;0;0
0.2061;-125.913;49.154;2006;344;21;0;0
0.4821;-125.913;49.154;2006;344;22;0;0
0.6749;-125.913;49.154;2006;344;23;0;0
0.714;-125.913;49.154;2006;345;0;0;0
0.5673;-125.913;49.154;2006;345;1;0;0
0.2503;-125.913;49.154;2006;345;2;0;0
-0.177;-125.913;49.154;2006;345;3;0;0
-0.624;-125.913;49.154;2006;345;4;0;0
-0.991;-125.913;49.154;2006;345;5;0;0
-1.1941;-125.913;49.154;2006;345;6;0;0
-1.1847;-125.913;49.154;2006;345;7;0;0
-0.9617;-125.913;49.154;2006;345;8;0;0
-0.5716;-125.913;49.154;2006;345;9;0;0
-0.0973;-125.913;49.154;2006;345;10;0;0
0.3621;-125.913;49.154;2006;345;11;0;0
0.7141;-125.913;49.154;2006;345;12;0;0
0.8945;-125.913;49.154;2006;345;13;0;0
0.8814;-125.913;49.154;2006;345;14;0;0
0.6987;-125.913;49.154;2006;345;15;0;0
0.408;-125.913;49.154;2006;345;16;0;0
0.0926;-125.913;49.154;2006;345;17;0;0
-0.1646;-125.913;49.154;2006;345;18;0;0
-0.3015;-125.913;49.154;2006;345;19;0;0
-0.2919;-125.913;49.154;2006;345;20;0;0
-0.151;-125.913;49.154;2006;345;21;0;0
0.0697;-125.913;49.154;2006;345;22;0;0
0.2967;-125.913;49.154;2006;345;23;0;0
0.4542;-125.913;49.154;2006;346;0;0;0
0.4846;-125.913;49.154;2006;346;1;0;0
0.3632;-125.913;49.154;2006;346;2;0;0
0.1059;-125.913;49.154;2006;346;3;0;0
-0.2343;-125.913;49.154;2006;346;4;0;0
-0.5803;-125.913;49.154;2006;346;5;0;0
-0.8493;-125.913;49.154;2006;346;6;0;0
-0.9734;-125.913;49.154;2006;346;7;0;0
-0.9164;-125.913;49.154;2006;346;8;0;0
-0.6828;-125.913;49.154;2006;346;9;0;0
-0.3174;-125.913;49.154;2006;346;10;0;0
0.1053;-125.913;49.154;2006;346;11;0;0
0.4982;-125.913;49.154;2006;346;12;0;0
0.7826;-125.913;49.154;2006;346;13;0;0
0.9054;-125.913;49.154;2006;346;14;0;0
0.8512;-125.913;49.154;2006;346;15;0;0
0.645;-125.913;49.154;2006;346;16;0;0
0.3445;-125.913;49.154;2006;346;17;0;0
0.0256;-125.913;49.154;2006;346;18;0;0
-0.2368;-125.913;49.154;2006;346;19;0;0
-0.3865;-125.913;49.154;2006;346;20;0;0
-0.3995;-125.913;49.154;2006;346;21;0;0
-0.2883;-125.913;49.154;2006;346;22;0;0
-0.0979;-125.913;49.154;2006;346;23;0;0
0.1072;-125.913;49.154;2006;347;0;0;0
0.2601;-125.913;49.154;2006;347;1;0;0
0.3091;-125.913;49.154;2006;347;2;0;0
0.2314;-125.913;49.154;2006;347;3;0;0
0.0394;-125.913;49.154;2006;347;4;0;0
-0.222;-125.913;49.154;2006;347;5;0;0
-0.4868;-125.913;49.154;2006;347;6;0;0
-0.6839;-125.913;49.154;2006;347;7;0;0
-0.7556;-125.913;49.154;2006;347;8;0;0
-0.6719;-125.913;49.154;2006;347;9;0;0
-0.4392;-125.913;49.154;2006;347;10;0;0
-0.0992;-125.913;49.154;2006;347;11;0;0
0.28;-125.913;49.154;2006;347;12;0;0
0.6198;-125.913;49.154;2006;347;13;0;0
0.8494;-125.913;49.154;2006;347;14;0;0
0.922;-125.913;49.154;2006;347;15;0;0
0.8258;-125.913;49.154;2006;347;16;0;0
0.5864;-125.913;49.154;2006;347;17;0;0
0.26;-125.913;49.154;2006;347;18;0;0
-0.0802;-125.913;49.154;2006;347;19;0;0
-0.3613;-125.913;49.154;2006;347;20;0;0
-0.5284;-125.913;49.154;2006;347;21;0;0
-0.5564;-125.913;49.154;2006;347;22;0;0
-0.4554;-125.913;49.154;2006;347;23;0;0
-0.2669;-125.913;49.154;2006;348;0;0;0
-0.052;-125.913;49.154;2006;348;1;0;0
0.1244;-125.913;49.154;2006;348;2;0;0
0.2108;-125.913;49.154;2006;348;3;0;0
0.1821;-125.913;49.154;2006;348;4;0;0
0.0466;-125.913;49.154;2006;348;5;0;0
-0.1567;-125.913;49.154;2006;348;6;0;0
-0.3677;-125.913;49.154;2006;348;7;0;0
-0.5209;-125.913;49.154;2006;348;8;0;0
-0.5624;-125.913;49.154;2006;348;9;0;0
-0.4646;-125.913;49.154;2006;348;10;0;0
-0.2339;-125.913;49.154;2006;348;11;0;0
0.0889;-125.913;49.154;2006;348;12;0;0
0.4382;-125.913;49.154;2006;348;13;0;0
0.7381;-125.913;49.154;2006;348;14;0;0
0.9206;-125.913;49.154;2006;348;15;0;0
0.9423;-125.913;49.154;2006;348;16;0;0
0.7943;-125.913;49.154;2006;348;17;0;0
0.5053;-125.913;49.154;2006;348;18;0;0
0.1348;-125.913;49.154;2006;348;19;0;0
-0.2406;-125.913;49.154;2006;348;20;0;0
-0.5453;-125.913;49.154;2006;348;21;0;0
-0.722;-125.913;49.154;2006;348;22;0;0
-0.745;-125.913;49.154;2006;348;23;0;0
-0.625;-125.913;49.154;2006;349;0;0;0
-0.4056;-125.913;49.154;2006;349;1;0;0
-0.1515;-125.913;49.154;2006;349;2;0;0
0.0683;-125.913;49.154;2006;349;3;0;0
0.1983;-125.913;49.154;2006;349;4;0;0
0.2102;-125.913;49.154;2006;349;5;0;0
0.1102;-125.913;49.154;2006;349;6;0;0
-0.0632;-125.913;49.154;2006;349;7;0;0
-0.2493;-125.913;49.154;2006;349;8;0;0
-0.3818;-125.913;49.154;2006;349;9;0;0
-0.4065;-125.913;49.154;2006;349;10;0;0
-0.2962;-125.913;49.154;2006;349;11;0;0
-0.0597;-125.913;49.154;2006;349;12;0;0
0.2596;-125.913;49.154;2006;349;13;0;0
0.5925;-125.913;49.154;2006;349;14;0;0
0.8608;-125.913;49.154;2006;349;15;0;0
0.9962;-125.913;49.154;2006;349;16;0;0
